M1	M2	max_distance	max_distance_zscore
3	32	812.859131	0.973675
4	32	770.797607	0.622668
7	32	824.366638	1.069706
16	32	898.465942	1.688070
21	32	795.832214	0.831584
22	32	860.618652	1.372232
23	32	895.800781	1.665829
24	32	901.724609	1.715264
32	24	901.724609	1.715264
34	32	753.918030	0.481807
36	32	895.415405	1.662613
37	32	821.685303	1.047330
38	32	850.732727	1.289733
39	32	828.735718	1.106166
