M1	M2	min_distance	min_distance_zscore
3	4	544.262634	-1.267783
4	21	520.640442	-1.464912
7	34	514.949219	-1.512406
16	37	381.202515	-2.628533
21	22	400.480713	-2.467655
22	21	400.480713	-2.467655
23	22	406.143738	-2.420396
24	36	453.350739	-2.026450
32	34	753.918030	0.481807
34	21	458.859680	-1.980478
36	24	453.350739	-2.026450
37	16	381.202515	-2.628533
38	21	614.096069	-0.685018
39	37	624.934814	-0.594568
