M1	M2	min_distance	min_distance_zscore
2	26	853.178467	-1.742117
5	32	1088.940796	0.093144
8	32	831.560730	-1.910397
9	28	888.391602	-1.468005
13	14	763.519836	-2.440053
14	13	763.519836	-2.440053
15	32	899.749573	-1.379590
21	32	742.023560	-2.607388
23	32	716.074280	-2.809387
24	32	732.951233	-2.678010
26	2	853.178467	-1.742117
27	31	1015.902161	-0.475415
28	9	888.391602	-1.468005
29	27	1115.633789	0.300933
30	32	668.246155	-3.181699
31	32	877.847839	-1.550081
32	30	668.246155	-3.181699
