M1	M2	max_distance	max_distance_zscore
5	40	1204.746094	0.745422
27	40	1217.355469	0.897826
29	40	1204.465210	0.742027
39	29	1203.820435	0.734234
40	27	1217.355469	0.897826
43	29	1191.205200	0.581760
