M1	M2	min_distance	min_distance_zscore
5	39	1153.386597	0.124664
27	29	1115.633789	-0.331636
29	27	1115.633789	-0.331636
39	43	912.811340	-2.783054
40	43	990.252014	-1.847066
43	39	912.811340	-2.783054
