M1	M2	max_distance	max_distance_zscore
3	32	812.859131	1.001240
4	32	770.797607	0.615555
7	32	824.366638	1.106758
23	32	895.800781	1.761775
24	32	901.724609	1.816094
32	24	901.724609	1.816094
34	32	753.918030	0.460778
36	32	895.415405	1.758242
38	32	850.732727	1.348523
39	32	828.735718	1.146820
40	32	837.355408	1.225859
41	32	818.788330	1.055608
