M1	M2	min_distance	min_distance_zscore
3	4	544.262634	-1.461663
4	41	502.261871	-1.846790
7	34	514.949219	-1.730453
23	24	471.420502	-2.129591
24	36	453.350739	-2.295282
32	34	753.918030	0.460778
34	41	461.232056	-2.223014
36	24	453.350739	-2.295282
38	41	617.954895	-0.785940
39	4	626.080078	-0.711436
40	41	548.099487	-1.426481
41	34	461.232056	-2.223014
