M1	M2	max_distance	max_distance_zscore
5	15	1205.530518	0.859802
15	29	1206.033569	0.864739
27	40	1217.355469	0.975857
29	36	1233.677734	1.136050
36	29	1233.677734	1.136050
39	29	1203.820435	0.843018
40	27	1217.355469	0.975857
41	29	1192.538330	0.732291
