M1	M2	min_distance	min_distance_zscore
5	41	1147.078491	0.286129
15	41	895.484619	-2.183119
27	29	1115.633789	-0.022483
29	27	1115.633789	-0.022483
36	41	941.621033	-1.730317
39	41	900.182800	-2.137009
40	41	924.537659	-1.897981
41	15	895.484619	-2.183119
