M1	M2	distance	distance_zscore
23	18	700.932068	-0.185944
23	21	614.615112	-0.729224
23	22	406.143738	-2.041347
24	0	898.143921	1.055311
24	3	785.035156	0.343402
24	4	722.141724	-0.052450
24	5	833.358032	0.647547
24	6	904.536316	1.095545
24	7	782.426270	0.326982
24	8	751.538208	0.132572
24	11	950.317505	1.383692
24	12	957.424255	1.428422
24	13	871.449280	0.887294
24	14	814.756165	0.530467
24	15	858.011597	0.802717
24	16	850.007080	0.752337
24	17	753.529297	0.145104
24	18	732.575195	0.013218
24	21	640.357361	-0.567202
24	22	573.726868	-0.986576
24	23	471.420502	-1.630494
25	0	888.614868	0.995335
25	3	744.441040	0.087902
25	4	691.461182	-0.245554
25	5	818.391174	0.553346
25	6	858.730530	0.807242
25	7	796.674561	0.416661
25	8	714.656738	-0.099561
25	11	935.610657	1.291127
25	12	940.013184	1.318837
25	13	796.090393	0.412984
25	14	785.263794	0.344841
25	15	825.251587	0.596525
25	16	815.807007	0.537081
25	17	769.585999	0.246165
25	18	726.777100	-0.023275
25	21	571.114990	-1.003015
25	22	642.266663	-0.555185
25	23	584.970764	-0.915806
25	24	457.436646	-1.718508
26	0	894.264282	1.030892
26	3	760.762756	0.190631
26	4	742.603027	0.076334
26	5	839.503723	0.686228
26	6	869.580444	0.875532
26	7	811.117249	0.507563
26	8	818.090210	0.551451
26	11	909.955994	1.129656
26	12	879.730774	0.939418
26	13	785.641174	0.347217
26	14	774.104553	0.274605
26	15	806.528564	0.478682
26	16	795.413574	0.408724
26	17	805.952637	0.475057
26	18	768.952393	0.242177
26	21	722.192627	-0.052130
26	22	785.928162	0.349023
26	23	886.426453	0.981561
26	24	532.085632	-1.248666
26	25	256.264465	-2.984689
27	0	755.236206	0.155847
27	3	618.001221	-0.707912
27	4	609.693176	-0.760203
27	5	765.959656	0.223341
27	6	732.082397	0.010117
27	7	561.229675	-1.065233
27	8	233.986389	-3.124908
27	11	528.080750	-1.273873
27	12	834.756714	0.656351
27	13	706.545654	-0.150612
27	14	676.477112	-0.339864
27	15	719.031250	-0.072027
27	16	755.320068	0.156375
27	17	672.486023	-0.364984
27	18	593.029846	-0.865082
27	21	521.509094	-1.315235
27	22	623.818970	-0.671295
27	23	738.463440	0.050279
27	24	745.951233	0.097407
27	25	725.063477	-0.034060
27	26	829.744629	0.624804
28	0	110.912239	-3.899539
28	3	461.521271	-1.692800
28	4	794.119324	0.400578
28	5	831.169800	0.633775
28	6	884.868347	0.971754
28	7	765.763367	0.222105
28	8	715.307129	-0.095467
28	11	963.865234	1.468962
28	12	933.141663	1.275587
28	13	803.998962	0.462761
28	14	793.791565	0.398515
28	15	830.655762	0.630539
28	16	799.770325	0.436146
28	17	753.693848	0.146140
28	18	748.908569	0.116021
28	21	660.515869	-0.440324
28	22	772.380676	0.263755
28	23	896.989563	1.048045
28	24	815.726135	0.536572
28	25	832.975098	0.645137
28	26	883.819763	0.965154
28	27	745.707947	0.095876
29	0	825.257324	0.596561
29	3	771.455261	0.257930
29	4	722.061584	-0.052954
29	5	765.108765	0.217985
29	6	790.504517	0.377827
29	7	741.108154	0.066925
29	8	627.917175	-0.645501
29	11	898.562561	1.057946
29	12	895.761902	1.040318
29	13	733.086365	0.016436
29	14	728.545105	-0.012147
29	15	769.773193	0.247343
29	16	845.363892	0.723112
29	17	409.313599	-2.021396
29	18	178.820831	-3.472121
29	21	416.763397	-1.974506
29	22	723.821777	-0.041876
29	23	805.135620	0.469915
29	24	809.673218	0.498475
29	25	779.583435	0.309089
29	26	794.386230	0.402258
29	27	659.368286	-0.447547
29	28	804.727173	0.467344
