M1	M2	max_distance	max_distance_zscore
7	32	824.366638	0.835727
23	32	895.800781	1.516527
32	23	895.800781	1.516527
38	32	850.732727	1.087008
39	32	828.735718	0.877366
42	32	877.528137	1.342380
46	32	779.328125	0.406489
