M1	M2	min_distance	min_distance_zscore
7	46	560.900146	-1.675229
23	42	568.363953	-1.604096
32	46	779.328125	0.406489
38	46	583.796082	-1.457020
39	46	606.739319	-1.238361
42	46	562.867065	-1.656484
46	7	560.900146	-1.675229
