M1	M2	min_distance	min_distance_zscore
2	26	853.178467	-2.262432
5	35	1123.318359	0.126398
8	35	851.536316	-2.276953
9	28	888.391602	-1.951044
13	14	763.519836	-3.055278
14	13	763.519836	-3.055278
15	35	912.276672	-1.739830
21	35	776.071960	-2.944280
26	2	853.178467	-2.262432
27	31	1015.902161	-0.823476
28	9	888.391602	-1.951044
29	27	1115.633789	0.058444
31	35	892.882568	-1.911331
35	21	776.071960	-2.944280
