M1	M2	max_distance	max_distance_zscore
2	9	1267.380981	1.400335
5	28	1235.831665	1.121346
8	29	1188.039917	0.698727
9	2	1267.380981	1.400335
13	9	1254.561768	1.286976
14	28	1233.519653	1.100901
15	29	1206.033569	0.857844
21	9	1264.557007	1.375363
26	9	1223.271362	1.010276
27	28	1239.142944	1.150628
28	27	1239.142944	1.150628
29	21	1260.126099	1.336181
31	9	1264.470947	1.374602
35	9	1237.718872	1.138035
