M1	M2	min_distance	min_distance_zscore
0	5	350.710632	-2.744076
1	5	767.981995	0.185660
2	0	568.644226	-1.213926
3	5	730.718201	-0.075976
4	5	700.410583	-0.288771
5	0	350.710632	-2.744076
