M1	M2	distance	distance_zscore
4	3	544.262634	-1.262543
7	3	685.969849	-0.032171
7	4	674.692017	-0.130091
21	3	568.117004	-1.055428
21	4	520.640442	-1.467642
21	7	573.374817	-1.009777
22	3	629.423828	-0.523132
22	4	580.046326	-0.951851
22	7	664.557373	-0.218085
22	21	400.480713	-2.510928
23	3	776.383667	0.752846
23	4	740.027588	0.437184
23	7	783.715698	0.816506
23	21	614.615112	-0.651708
23	22	406.143738	-2.461759
24	3	785.035156	0.827962
24	4	722.141724	0.281891
24	7	782.426270	0.805311
24	21	640.357361	-0.428201
24	22	573.726868	-1.006720
24	23	471.420502	-1.894994
32	3	812.859131	1.069544
32	4	770.797607	0.704345
32	7	824.366638	1.169457
32	21	795.832214	0.921708
32	22	860.618652	1.484215
32	23	895.800781	1.789684
32	24	901.724609	1.841117
34	3	595.209900	-0.820194
34	4	597.169006	-0.803184
34	7	514.949219	-1.517056
34	21	458.859680	-2.004053
34	22	582.525391	-0.930327
34	23	725.572327	0.311677
34	24	736.705017	0.408336
34	32	753.918030	0.557788
36	3	747.788757	0.504571
36	4	691.272644	0.013870
36	7	795.196716	0.916190
36	21	569.175537	-1.046237
36	22	642.290222	-0.411419
36	23	585.642151	-0.903266
36	24	453.350739	-2.051885
36	32	895.415405	1.786338
36	34	706.237000	0.143798
38	3	711.617981	0.190518
38	4	690.909729	0.010719
38	7	731.809753	0.365833
38	21	614.096069	-0.656215
38	22	691.991577	0.020112
38	23	815.836487	1.095394
38	24	814.491150	1.083714
38	32	850.732727	1.398381
38	34	661.581787	-0.243921
38	36	773.938110	0.731612
39	3	766.352905	0.665754
39	4	626.080078	-0.552164
39	7	728.266052	0.335065
39	21	655.416992	-0.297446
39	22	726.932800	0.323489
39	23	819.214722	1.124726
39	24	827.698242	1.198384
39	32	828.735718	1.207392
39	34	735.650513	0.399180
39	36	807.315002	1.021407
39	38	774.858582	0.739604
40	3	620.488770	-0.600710
40	4	617.702209	-0.624905
40	7	671.761108	-0.155539
40	21	531.376099	-1.374430
40	22	647.857483	-0.363082
40	23	722.820496	0.287784
40	24	743.961243	0.471338
40	32	837.355408	1.282232
40	34	607.329590	-0.714965
40	36	748.733032	0.512769
40	38	692.239807	0.022267
40	39	648.663696	-0.356082
