M1	M2	min_distance	min_distance_zscore
3	4	544.262634	-1.262543
4	21	520.640442	-1.467642
7	34	514.949219	-1.517056
21	22	400.480713	-2.510928
22	21	400.480713	-2.510928
23	22	406.143738	-2.461759
24	36	453.350739	-2.051885
32	34	753.918030	0.557788
34	21	458.859680	-2.004053
36	24	453.350739	-2.051885
38	21	614.096069	-0.656215
39	4	626.080078	-0.552164
40	21	531.376099	-1.374430
