M1	M2	max_distance	max_distance_zscore
3	32	812.859131	1.069544
4	32	770.797607	0.704345
7	32	824.366638	1.169457
21	32	795.832214	0.921708
22	32	860.618652	1.484215
23	32	895.800781	1.789684
24	32	901.724609	1.841117
32	24	901.724609	1.841117
34	32	753.918030	0.557788
36	32	895.415405	1.786338
38	32	850.732727	1.398381
39	32	828.735718	1.207392
40	32	837.355408	1.282232
