M1	M2	max_distance	max_distance_zscore
7	32	824.366638	0.978817
23	32	895.800781	1.675719
32	23	895.800781	1.675719
38	32	850.732727	1.236041
39	32	828.735718	1.021441
40	32	837.355408	1.105533
42	32	877.528137	1.497453
45	32	768.888794	0.437582
