M1	M2	min_distance	min_distance_zscore
7	45	560.913940	-1.591392
23	42	568.363953	-1.518711
32	45	768.888794	0.437582
38	45	590.166077	-1.306012
39	45	614.063171	-1.072875
40	45	532.112549	-1.872375
42	45	544.450806	-1.752004
45	40	532.112549	-1.872375
