M1	M2	distance	distance_zscore
23	7	783.715698	0.582232
32	7	824.366638	0.978817
32	23	895.800781	1.675719
38	7	731.809753	0.075844
38	23	815.836487	0.895598
38	32	850.732727	1.236041
39	7	728.266052	0.041272
39	23	819.214722	0.928555
39	32	828.735718	1.021441
39	38	774.858582	0.495823
40	7	671.761108	-0.509982
40	23	722.820496	-0.011854
40	32	837.355408	1.105533
40	38	692.239807	-0.310195
40	39	648.663696	-0.735317
42	7	749.562988	0.249043
42	23	568.363953	-1.518711
42	32	877.528137	1.497453
42	38	738.109009	0.137299
42	39	744.067688	0.195431
42	40	700.043091	-0.234067
45	7	560.913940	-1.591392
45	23	658.543945	-0.638927
45	32	768.888794	0.437582
45	38	590.166077	-1.306012
45	39	614.063171	-1.072875
45	40	532.112549	-1.872375
45	42	544.450806	-1.752004
