M1	M2	min_distance	min_distance_zscore
3	44	502.256531	-2.036179
7	44	526.677246	-1.801967
23	42	568.363953	-1.402162
32	44	726.639526	0.115811
38	44	571.799683	-1.369211
39	44	634.087463	-0.771828
40	44	533.278381	-1.738657
42	44	518.965515	-1.875928
44	3	502.256531	-2.036179
