M1	M2	max_distance	max_distance_zscore
3	32	812.859131	0.942718
7	32	824.366638	1.053083
23	32	895.800781	1.738186
32	23	895.800781	1.738186
38	32	850.732727	1.305952
39	32	828.735718	1.094985
40	32	837.355408	1.177654
42	32	877.528137	1.562939
44	32	726.639526	0.115811
