9:14,15,20,24,25:0.00000
6,8:64:0.00000
78:65,66:0.43800
7:48:0.00000
7:55:0.00000
19:7,9:0.00000
46:7,9:0.00000
80:7,9:0.00000
10:7,9:0.59300
81:65,66:0.00000
6,8:46:0.00000
11,84:33,40,41,42:0.16760
7,9:82:0.00000
7,8:11,84:0.33990
55:82:0.14550
64:33,40,41,42:0.00000
7,8:9:0.51130
9:48:0.00000
6,8:9:0.55740
78:48:0.00000
80:19:0.00000
6,8:55,56:0.00000
81:64:0.09130
19:65,66:0.00000
46:9:0.00000
80:14,15,20,24,25:0.00000
10:55:0.00000
81:7,9:0.00000
14,15,20,24,25:55,56:0.00000
11,84:55,56:0.00000
55:14,15,20,24,25:0.00000
48:82:0.21760
64:82:0.27480
9:33,40,41,42:0.00000
78:64:0.55850
80:46:0.00000
7:33,40,41,42:0.00000
81:19:0.24290
19:55,56:0.00000
46:7,8:0.00000
10:7,8:0.44620
14,15,20,24,25:65,66:0.00000
80:7:0.00000
7:46:0.00000
19:11,84:0.00000
46:82:0.15410
78:11,84:0.00000
80:11,84:0.00000
10:82:0.00000
6,8:11,84:0.38190
81:46:0.20580
10:81:0.00000
55,56:65,66:0.71840
55:7,9:0.00000
33,40,41,42:65,66:0.00000
7,8:14,15,20,24,25:0.00000
9:55,56:0.00000
78:55,56:0.43330
64:7,8:0.00000
6,8:48:0.00000
7:7,8:0.80900
19:33,40,41,42:0.00000
46:14,15,20,24,25:0.00000
80:9:0.00000
10:33,40,41,42:0.00000
7:7,9:0.75570
81:82:0.35030
10:7:0.48840
11,84:48:0.13670
7,9:65,66:0.00000
7,8:55:0.00000
55:9:0.00000
48:7,9:0.00000
33,40,41,42:7,9:0.00000
80:6,8:0.00000
64:7,9:0.00000
7,8:7,9:0.66020
9:65,66:0.00000
78:9:0.00000
64:55:0.48260
6,8:65,66:0.00000
81:7,8:0.00000
19:48:0.00000
46:48:0.54180
80:55,56:0.09080
10:48:0.00000
81:9:0.00000
65,66:82:0.14850
11,84:14,15,20,24,25:0.00000
55:55,56:0.78430
48:65,66:0.00000
64:14,15,20,24,25:0.00000
9:7,9:0.75570
19:78:0.00000
78:7,9:0.00000
80:78:0.36940
6,8:78:0.00000
81:55:0.00000
19:14,15,20,24,25:0.68890
46:55:0.00000
80:65,66:0.00000
10:64:0.00000
7:14,15,20,24,25:0.00000
14,15,20,24,25:82:0.29610
55:11,84:0.00000
11,84:82:-0.12810
48:55,56:0.00000
7:19:0.00000
19:55:0.00000
78:55:0.51940
80:64:0.47480
10:65,66:0.00000
6,8:81:0.00000
81:78:-0.00080
46:78:0.00000
10:78:0.00000
33,40,41,42:82:0.00000
7,8:82:0.00000
78:14,15,20,24,25:0.00000
6,8:33,40,41,42:0.00000
7:64:0.00000
19:7,8:0.00000
46:55,56:0.00000
80:48:0.00000
10:55,56:0.00000
6,8:7,8:0.72190
81:14,15,20,24,25:0.41880
10:6,8:0.42020
11,84:9:0.55040
7,9:55,56:0.00000
55:48:0.00000
48:33,40,41,42:0.00000
33,40,41,42:14,15,20,24,25:0.00000
64:9:0.00000
7,8:33,40,41,42:0.00000
9:82:0.00000
78:82:0.22140
64:11,84:-0.21070
6,8:82:0.00000
7:11,84:0.30410
19:9:0.00000
46:33,40,41,42:0.00000
80:33,40,41,42:0.00000
10:9:0.69760
81:48:0.22250
11,84:7,9:0.42730
55:65,66:0.74410
64:55,56:0.40380
7,8:48:0.00000
7:55,56:0.00000
19:46:0.00000
78:33,40,41,42:0.00000
80:81:-0.03910
6,8:14,15,20,24,25:0.00000
81:11,84:-0.07320
19:82:0.15950
46:11,84:0.06810
80:82:0.15410
10:11,84:0.54830
6,8:7:0.62640
81:33,40,41,42:0.00000
7:65,66:0.00000
11,84:65,66:0.00000
48:14,15,20,24,25:0.00000
64:65,66:0.40740
7:9:0.51130
7:81:0.00000
78:7,8:0.00000
80:7,8:0.00000
6,8:19:0.00000
46:64:-0.24350
10:46:0.00000
80:10:0.00000
7,8:65,66:0.00000
6,8:7,9:0.59190
7:78:0.00000
19:64:0.00000
46:65,66:0.00000
80:55:0.18160
10:14,15,20,24,25:0.00000
6,8:55:0.00000
81:55,56:0.00000
10:19:0.00000
55,56:82:0.18520
7:82:0.00000
7,9:14,15,20,24,25:0.00000
55:33,40,41,42:0.00000
33,40,41,42:55,56:0.00000
64:48:-0.27530
7,8:55,56:0.00000
