7,9,11,84:64,78,80,82:-0.275896588601
6,8,9,10,11:48,81:-0.263920717434
6,7,11,84:6,8,9:0.166242199718
55,59,63,64,65,78,82:6,8,9,84:-0.227032171968
48,81,82,84:6,7,9:-0.201483633354
6,8,9,10:55,59,63,65,78,82:-0.208539824729
15,81:14,15,20,81,82:0.162389360118
7,9,11,84:14,15,20,24,81,82:-0.230701011507
64,80,82:14,20,24,25,81,82:-0.068731593087
46,48,81,84:55,56,59,63,64,78,82:-0.157413842262
7,8,11,84:55,59,63,64,65,82:-0.210103860634
14,20,24,25,81,82:78,80,81,82:-0.0300129479823
48,81,82,84:55,56,59,63,64,65,66,78,82:-0.123827153539
14,15,19,24,25,81,82:64,80:-0.125829644321
55,59,63,64,65,66,78,82:15,20,81:-0.123288554196
20,24,81:7,8,9,11,84:-0.221534755428
6,7,9,10:46,78,81,82:-0.286922452854
6,7,9,84:48,84:-0.0250129773257
14,15,20,81,82:6,7,8,9,10:-0.240858043441
7,8,11,84:64,78,81,82:-0.279788613771
63,78:14,15,20,23,24,25,81,82:-0.13411734841
46,84:9,10,11,84:-0.0146983008046
7,11,84:46,48,64,82,84:-0.138476359857
55,59,64,65,78,82:46,48,81,84:-0.169669832045
46,48,84:46,48,64,82,84:0.0357419263286
55,56,59,82:55,59,63,65,78,82:0.169916581025
78,82:46,48,81,82,84:-0.0934095711383
14,15,24,25,81,82:7,8,9,10:-0.22889484934
14,20,81:55,56,59,63,64,78,82:-0.117919002264
63,78:55,59,63,65,66,78,82:0.196623187506
14,15,19,20,23,24,25,64,81:78,80,81,82:-0.0361581262485
64,80,81,82:55,64,78,80:0.0450909189046
20,24,81,82:6,7,8,9,10,84:-0.243375073306
48,81:6,7,8,9,10:-0.262321183822
8,11,84:6,7,8,9,10,11:0.162664762147
46,82,84:6,9,11,84:-0.114330437516
7,8,9,10,84:55,59,64,65,78,82:-0.232542308776
55,56,59,82:55,59,63,64,65,78,82:0.158217231306
20,81,82:15,20,81:0.140544070009
46,48,64,84:55,59,65,66,78,82:-0.101546801362
55,59,63,64,66,78,82:24,25,82:-0.0698843192683
64,78,81,82:14,19,20,25,81,82:-0.0294992889355
7,9,10:15,20,24,25,81,82:-0.228689508839
55,59,63,64,65,78,82:8,9,11,84:-0.22599101469
14,15,19,24,25,81,82:55,64,65,78,82:-0.0972769698256
78,80,81,82:9,84:-0.263388358204
48,82,84:6,7,8,10:-0.163032797746
14,15,19,20,23,24,81,82:6,8,11:-0.208607370355
6,7,8,9,10,11,84:14,20,24,81,82:-0.23824040752
81,82:15,20,24,25,81,82:0.0842928564102
6,7,8:6,8,9,10:0.197319802092
6,7,8,10,11:46,64,81,82:-0.286050282851
7,9,10:33,36,37,38,40,41,42,84:-0.0560226214744
19,82:15,20,81:0.117066350799
8,9,11,84:6,7,11,84:0.156937595789
19,20,81,82:80,82:-0.0209434104593
59,63,64,65,66,78,82:55,59,63,64,65,82:0.172385666668
6,9,10,11,84:64,78,80:-0.267329936394
6,7,8:55,64,78,82:-0.268224079895
8,9,10,11:19,81,82:-0.264162933161
6,7,9:6,7,8,10,11:0.197590806546
48,81,82:55,64,78,80:-0.107586378737
46,48,64,81,82,84:48,81,82:0.024810942971
19,20,81,82:8,9,11,84:-0.235262859032
14,15,19,23,24,25,82:55,59,63,64,65,66,78,82:-0.0845418153889
6,7,8,10:6,7,8,9,10,84:0.18086193936
6,8,9,10,84:11,84:0.144661159573
6,7,8,10,11,84:14,20,24,25,81,82:-0.230113522866
6,8,9:64,78,80:-0.260446408445
14,15,23,24,25,82:64,78:-0.156617737683
6,7,9,10,11,84:46,78,81,82:-0.26602547871
6,7,10,11,84:7,8,9,11,84:0.162772592837
9,11,84:46,48,64,81,84:-0.132866884991
46,48:20,81,82:-0.0585632804359
6,7,8,10:14,20,23,24,25,81,82:-0.21521071221
10,11,84:6,8,9,11,84:0.163121672747
46,48,81:7,8,9,11,84:-0.20436515271
14,15,19,20,24,25,81,82:14,15,20,23,24,81,82:0.186576298485
14,19,20,23,24,25,81,82:14,15,20,24,25,81,82:0.187047053112
7,8,10,11,84:14,19,20,23,24,25,81,82:-0.209193800623
14,19,23,25,82:59,63,64,65,66,78,82:-0.0739776868663
6,7,10,11,84:14,15,24,25,81,82:-0.22866096185
6,7,9,11,84:55,59,64,65,66,78,82:-0.224136592798
64,80:55,64,78,80:0.150721389288
6,7,8,9,10:11,84:0.130210632719
10,11,84:6,7,11:0.156721431598
14,15,20,23,24,81,82:14,15,20,24,81,82:0.177320577592
46,84:64,80:-0.230988035251
6,10,11,84:9,11,84:0.171053133124
64,80,81:6,8,10,11,84:-0.256736206252
15,20,81,82:78,80,82:-0.0604198748699
46,48,82:6,10,11,84:-0.204224658358
7,9,10,11,84:64,82:-0.293084508349
14,15,19,20,23,24,25,81,82:81,82:0.0777823122318
6,9,10,11:6,7,9,10,11,84:0.19001965029
19,20,25,81,82:7,8,10:-0.228022392215
6,8,9,11:15,20,81,82:-0.254490852015
6,8,9,10,11,84:55,56,59,63,64,78,82:-0.210642286843
14,19,20,24,25,81,82:46,82:-0.0399862488465
82,84:78,81,82:-0.0774894026128
20,24,25,81,82:6,7,9,10:-0.241140713286
64,78,82:55,59,63,65,78,82:0.0922297113741
78,81:78,82:0.051402074125
