M1	M2	min_distance	min_distance_zscore
2	26	853.178467	-2.087959
5	34	1119.052246	0.166393
8	34	845.866089	-2.149961
9	28	888.391602	-1.789386
13	14	763.519836	-2.848177
14	13	763.519836	-2.848177
15	34	902.867920	-1.666641
21	34	786.174744	-2.656086
24	34	710.242798	-3.299915
26	2	853.178467	-2.087959
27	31	1015.902161	-0.708220
28	9	888.391602	-1.789386
29	27	1115.633789	0.137407
31	34	888.944824	-1.784695
34	24	710.242798	-3.299915
