M1	M2	max_distance	max_distance_zscore
2	9	1267.380981	1.424077
5	28	1235.831665	1.156569
8	29	1188.039917	0.751341
9	2	1267.380981	1.424077
13	9	1254.561768	1.315382
14	28	1233.519653	1.136965
15	29	1206.033569	0.903910
21	9	1264.557007	1.400132
24	9	1229.781006	1.105265
26	9	1223.271362	1.050070
27	28	1239.142944	1.184645
28	27	1239.142944	1.184645
29	21	1260.126099	1.362562
31	9	1264.470947	1.399402
34	9	1243.771118	1.223888
