6	6	0.00585965413749
6	7	0.00314420465914
6	8	0.00328712305274
6	9	0.00371587823353
6	10	0.00300128626554
6	11	0.00343004144633
6	14	0.000142918393597
6	15	0.000142918393597
6	19	0.000142918393597
6	20	0.000142918393597
6	23	0.000142918393597
6	24	0.000142918393597
6	25	0.000142918393597
6	33	0.000142918393597
6	36	0.000142918393597
6	37	0.000142918393597
6	38	0.000142918393597
6	40	0.000142918393597
6	41	0.000142918393597
6	42	0.000142918393597
6	46	0.000142918393597
6	48	0.000142918393597
6	55	0.000142918393597
6	56	0.000142918393597
6	59	0.000142918393597
6	63	0.000142918393597
6	64	0.000142918393597
6	65	0.000142918393597
6	66	0.000142918393597
6	78	0.000142918393597
6	80	0.000142918393597
6	81	0.000142918393597
6	82	0.000142918393597
6	84	0.00285836787195
7	6	0.00314420465914
7	7	0.0052879805631
7	8	0.00285836787195
7	9	0.00300128626554
7	10	0.00285836787195
7	11	0.00285836787195
7	14	0.000142918393597
7	15	0.000142918393597
7	19	0.000142918393597
7	20	0.000142918393597
7	23	0.000142918393597
7	24	0.000142918393597
7	25	0.000142918393597
7	33	0.000142918393597
7	36	0.000142918393597
7	37	0.000142918393597
7	38	0.000142918393597
7	40	0.000142918393597
7	41	0.000142918393597
7	42	0.000142918393597
7	46	0.000142918393597
7	48	0.000142918393597
7	55	0.000142918393597
7	56	0.000142918393597
7	59	0.000142918393597
7	63	0.000142918393597
7	64	0.000142918393597
7	65	0.000142918393597
7	66	0.000142918393597
7	78	0.000142918393597
7	80	0.000142918393597
7	81	0.000142918393597
7	82	0.000142918393597
7	84	0.00271544947835
8	6	0.00328712305274
8	7	0.00285836787195
8	8	0.00571673574389
8	9	0.00357295983993
8	10	0.00314420465914
8	11	0.00328712305274
8	14	0.000142918393597
8	15	0.000142918393597
8	19	0.000142918393597
8	20	0.000142918393597
8	23	0.000142918393597
8	24	0.000142918393597
8	25	0.000142918393597
8	33	0.000142918393597
8	36	0.000142918393597
8	37	0.000142918393597
8	38	0.000142918393597
8	40	0.000142918393597
8	41	0.000142918393597
8	42	0.000142918393597
8	46	0.000142918393597
8	48	0.000142918393597
8	55	0.000142918393597
8	56	0.000142918393597
8	59	0.000142918393597
8	63	0.000142918393597
8	64	0.000142918393597
8	65	0.000142918393597
8	66	0.000142918393597
8	78	0.000142918393597
8	80	0.000142918393597
8	81	0.000142918393597
8	82	0.000142918393597
8	84	0.00285836787195
9	6	0.00371587823353
9	7	0.00300128626554
9	8	0.00357295983993
9	9	0.00643132771188
9	10	0.00371587823353
9	11	0.00343004144633
9	14	0.000142918393597
9	15	0.000142918393597
9	19	0.000142918393597
9	20	0.000142918393597
9	23	0.000142918393597
9	24	0.000142918393597
9	25	0.000142918393597
9	33	0.000142918393597
9	36	0.000142918393597
9	37	0.000142918393597
9	38	0.000142918393597
9	40	0.000142918393597
9	41	0.000142918393597
9	42	0.000142918393597
9	46	0.000142918393597
9	48	0.000142918393597
9	55	0.000142918393597
9	56	0.000142918393597
9	59	0.000142918393597
9	63	0.000142918393597
9	64	0.000142918393597
9	65	0.000142918393597
9	66	0.000142918393597
9	78	0.000142918393597
9	80	0.000142918393597
9	81	0.000142918393597
9	82	0.000142918393597
9	84	0.00343004144633
10	6	0.00300128626554
10	7	0.00285836787195
10	8	0.00314420465914
10	9	0.00371587823353
10	10	0.0054308989567
10	11	0.00314420465914
10	14	0.000142918393597
10	15	0.000142918393597
10	19	0.000142918393597
10	20	0.000142918393597
10	23	0.000142918393597
10	24	0.000142918393597
10	25	0.000142918393597
10	33	0.000142918393597
10	36	0.000142918393597
10	37	0.000142918393597
10	38	0.000142918393597
10	40	0.000142918393597
10	41	0.000142918393597
10	42	0.000142918393597
10	46	0.000142918393597
10	48	0.000142918393597
10	55	0.000142918393597
10	56	0.000142918393597
10	59	0.000142918393597
10	63	0.000142918393597
10	64	0.000142918393597
10	65	0.000142918393597
10	66	0.000142918393597
10	78	0.000142918393597
10	80	0.000142918393597
10	81	0.000142918393597
10	82	0.000142918393597
10	84	0.00271544947835
11	6	0.00343004144633
11	7	0.00285836787195
11	8	0.00328712305274
11	9	0.00343004144633
11	10	0.00314420465914
11	11	0.00614549092468
11	14	0.000142918393597
11	15	0.000142918393597
11	19	0.000142918393597
11	20	0.000142918393597
11	23	0.000142918393597
11	24	0.000142918393597
11	25	0.000142918393597
11	33	0.000142918393597
11	36	0.000142918393597
11	37	0.000142918393597
11	38	0.000142918393597
11	40	0.000142918393597
11	41	0.000142918393597
11	42	0.000142918393597
11	46	0.000142918393597
11	48	0.000142918393597
11	55	0.000142918393597
11	56	0.000142918393597
11	59	0.000142918393597
11	63	0.000142918393597
11	64	0.000142918393597
11	65	0.000142918393597
11	66	0.000142918393597
11	78	0.000142918393597
11	80	0.000142918393597
11	81	0.000142918393597
11	82	0.000142918393597
11	84	0.00428755180792
14	6	0.000142918393597
14	7	0.000142918393597
14	8	0.000142918393597
14	9	0.000142918393597
14	10	0.000142918393597
14	11	0.000142918393597
14	14	0.00757467486065
14	15	0.00443047020151
14	19	0.00371587823353
14	20	0.0052879805631
14	23	0.00314420465914
14	24	0.00485922538231
14	25	0.00557381735029
14	33	0.000142918393597
14	36	0.000142918393597
14	37	0.000142918393597
14	38	0.000142918393597
14	40	0.000142918393597
14	41	0.000142918393597
14	42	0.000142918393597
