p0	p1	46_78_81_82	55_59_64_65_66_78_82	0.440300096607
p0	p2	46_78_81_82	14_20_24_81	0.78986265542
p0	p3	46_78_81_82	55_59_63_65_78_82	0.268550415138
p0	p4	46_78_81_82	46_48_64_81_84	0.491011983618
p0	p5	46_78_81_82	6_8_9_84	1.20576567488
p0	p6	46_78_81_82	55_59_65_66_78_82	0.279994452141
p0	p7	46_78_81_82	14_15_19_20_23_25_81_82	0.537939034157
p0	p8	46_78_81_82	6_7_9_10	1.2074110726
p0	p9	46_78_81_82	6_9_11_84	1.1506902704
p0	p10	46_78_81_82	14_15_19_20_23_25_81	0.760338073861
p0	p11	46_78_81_82	55_63_64_65_66_78	0.716395012047
p0	p12	46_78_81_82	55_64_78_80	0.583594106286
p0	p13	46_78_81_82	78_80_82	0.442564444183
p0	p14	46_78_81_82	6_7_8_9_11_84	1.17863413415
p0	p15	46_78_81_82	46_48_81_82_84	0.605598622862
p0	p16	46_78_81_82	64_78_80	0.576555041182
p0	p17	46_78_81_82	55_64_78_80_82	0.458519786224
p0	p18	46_78_81_82	6_8_9_11_84	1.22046602323
p0	p19	46_78_81_82	9_10_11_84	1.08045918904
p0	p20	46_78_81_82	6_7_8_9_10	1.29568220345
p0	p21	46_78_81_82	14_15_20_24_81_82	0.693083800129
p0	p22	46_78_81_82	64_78_82	0.462761449189
p0	p23	46_78_81_82	33_36_38_40_41_42_84	0.904154027886
p0	p24	46_78_81_82	36_37_40_41_42_84	0.847548529417
p0	p25	46_78_81_82	6_9_10	1.28866359335
p0	p26	46_78_81_82	14_20_23_24_25_81_82	0.619404439008
p0	p27	46_78_81_82	14_15_20_24_25_81_82	0.656834203559
p0	p28	46_78_81_82	14_15_19_20_23_24_81	0.850041015411
p0	p29	46_78_81_82	46_82_84	0.628331428465
p0	p30	46_78_81_82	19_20_23_24_81	0.782575854104
p0	p31	46_78_81_82	33_36_37_40_41_42_84	0.868035853567
p0	p32	46_78_81_82	6_8_9_10_84	1.07114255842
p0	p33	46_78_81_82	36_37_38_40_41_42_84	0.865899547149
p0	p34	46_78_81_82	7_8_9_11_84	1.06940385761
p0	p35	46_78_81_82	46_48_64_82_84	0.523880439
p0	p36	46_78_81_82	7_8_9_10	1.24512384715
p0	p37	46_78_81_82	55_56_59_63_64_65_66_78_82	0.456483891825
p0	p38	46_78_81_82	14_15_19_20_23_24_25_81_82	0.63050980796
p0	p39	46_78_81_82	55_56_59_63_64_65_78	0.716704926593
p0	p40	46_78_81_82	55_59_63_64_65_82	0.341630725695
p0	p41	46_78_81_82	14_20_25	0.778843267337
p0	p42	46_78_81_82	55_59_63_65_66_78_82	0.358503607047
p0	p43	46_78_81_82	14_15_20_81	0.865834240358
p0	p44	46_78_81_82	14_20_24_81_82	0.558314475878
p0	p45	46_78_81_82	14_15_19_20_23_81_82	0.405009955135
p0	p46	46_78_81_82	78_80_81_82	0.351548549178
p0	p47	46_78_81_82	46_78_80	0.580968435675
p0	p48	46_78_81_82	6_8_10_11_84	1.06145006294
p0	p49	46_78_81_82	33_37_38_40_41_42_84	0.825813539542
