M1	M2	max_distance	max_distance_zscore
2	9	1267.380981	1.446203
5	28	1235.831665	1.153200
8	29	1188.039917	0.709350
9	2	1267.380981	1.446203
15	29	1206.033569	0.876460
26	9	1223.271362	1.036550
27	28	1239.142944	1.183952
28	27	1239.142944	1.183952
29	9	1239.725586	1.189363
31	9	1264.470947	1.419177
36	9	1254.383545	1.325494
37	9	1232.670898	1.123845
