M1	M2	distance	distance_zscore
5	2	1176.697876	0.604014
8	2	1133.559937	0.203385
8	5	1155.464600	0.406817
9	2	1267.380981	1.446203
9	5	1227.719727	1.077863
9	8	896.750549	-1.995904
15	2	1103.588013	-0.074970
15	5	1205.530518	0.871788
15	8	997.902161	-1.056492
15	9	1037.404541	-0.689627
26	2	853.178467	-2.400565
26	5	1141.927002	0.281091
26	8	1059.871460	-0.480973
26	9	1223.271362	1.036550
26	15	1090.026733	-0.200916
27	2	1136.602905	0.231645
27	5	1155.524902	0.407377
27	8	1127.574951	0.147801
27	9	1223.461304	1.038314
27	15	1154.857666	0.401180
27	26	1102.457397	-0.085470
28	2	1222.053467	1.025239
28	5	1235.831665	1.153200
28	8	1091.928467	-0.183254
28	9	888.391602	-2.073535
28	15	977.611816	-1.244932
28	26	1189.427490	0.722236
28	27	1239.142944	1.183952
29	2	1134.948730	0.216283
29	5	1203.044067	0.848696
29	8	1188.039917	0.709350
29	9	1239.725586	1.189363
29	15	1206.033569	0.876460
29	26	1183.886353	0.670775
29	27	1115.633789	0.036902
29	28	1173.202881	0.571555
31	2	1165.471313	0.499751
31	5	1140.309570	0.266070
31	8	1027.619751	-0.780500
31	9	1264.470947	1.419177
31	15	1074.694946	-0.343304
31	26	1062.120605	-0.460084
31	27	1015.902161	-0.889323
31	28	1111.928833	0.002493
31	29	1175.332031	0.591329
36	2	1148.622437	0.343273
36	5	1162.560303	0.472716
36	8	1040.609619	-0.659861
36	9	1254.383545	1.325494
36	15	1066.441162	-0.419959
36	26	1056.319702	-0.513958
36	27	1136.282349	0.228668
36	28	1166.150879	0.506062
36	29	1233.677734	1.133196
36	31	1073.256592	-0.356663
37	2	1055.622925	-0.520429
37	5	1128.380493	0.155282
37	8	864.848450	-2.292184
37	9	1232.670898	1.123845
37	15	936.204468	-1.629489
37	26	898.287598	-1.981629
37	27	1099.078125	-0.116854
37	28	1033.216431	-0.728522
37	29	1207.043945	0.885843
37	31	842.566772	-2.499118
37	36	935.852051	-1.632762
