M1	M2	min_distance	min_distance_zscore
2	26	853.178467	-2.400565
5	37	1128.380493	0.155282
8	37	864.848450	-2.292184
9	28	888.391602	-2.073535
15	37	936.204468	-1.629489
26	2	853.178467	-2.400565
27	31	1015.902161	-0.889323
28	9	888.391602	-2.073535
29	27	1115.633789	0.036902
31	37	842.566772	-2.499118
36	37	935.852051	-1.632762
37	31	842.566772	-2.499118
