M1	M2	distance	distance_zscore
4	3	544.262634	-1.176694
5	3	769.933716	0.446513
5	4	637.734009	-0.504373
6	3	807.083374	0.713724
6	4	748.185547	0.290083
6	5	306.974487	-2.883461
7	3	685.969849	-0.157422
7	4	674.692017	-0.238541
7	5	737.001709	0.209640
7	6	503.180847	-1.472187
8	3	601.829834	-0.762625
8	4	607.171265	-0.724205
8	5	742.698303	0.250615
8	6	492.939484	-1.545851
8	7	519.460693	-1.355089
14	3	716.769104	0.064111
14	4	692.538208	-0.110177
14	5	784.310669	0.549924
14	6	820.914124	0.813205
14	7	726.594604	0.134784
14	8	680.209167	-0.198857
15	3	754.944031	0.338696
15	4	733.206055	0.182339
15	5	807.250854	0.714928
15	6	842.737061	0.970174
15	7	786.562073	0.566118
15	8	716.923767	0.065223
15	14	299.367279	-2.938178
16	3	754.033813	0.332149
16	4	748.512207	0.292433
16	5	836.522949	0.925477
16	6	868.737915	1.157192
16	7	783.499146	0.544087
16	8	751.641174	0.314939
16	14	791.354370	0.600588
16	15	826.133606	0.850748
17	3	645.403992	-0.449204
17	4	650.528015	-0.412348
17	5	678.666321	-0.209955
17	6	818.060120	0.792677
17	7	691.398682	-0.118373
17	8	650.952271	-0.409297
17	14	712.400085	0.032685
17	15	755.408142	0.342034
17	16	327.055969	-2.739018
21	3	568.117004	-1.005114
21	4	520.640442	-1.346604
21	5	666.757080	-0.295616
21	6	761.247498	0.384035
21	7	573.374817	-0.967296
21	8	468.956024	-1.718359
21	14	619.340759	-0.636672
21	15	665.880188	-0.301923
21	16	685.765747	-0.158890
21	17	558.847778	-1.071786
22	3	629.423828	-0.564146
22	4	580.046326	-0.919309
22	5	733.308594	0.183076
22	6	828.556091	0.868173
22	7	664.557373	-0.311438
22	8	583.163818	-0.896885
22	14	697.255737	-0.076245
22	15	739.232849	0.225688
22	16	770.181396	0.448295
22	17	666.540466	-0.297174
22	21	400.480713	-2.210889
23	3	776.383667	0.492907
23	4	740.027588	0.231405
23	5	825.169373	0.843813
23	6	905.747498	1.423395
23	7	783.715698	0.545645
23	8	737.469055	0.213002
23	14	825.566284	0.846668
23	15	850.596436	1.026704
23	16	821.186707	0.815166
23	17	754.409485	0.334851
23	21	614.615112	-0.670663
23	22	406.143738	-2.170156
24	3	785.035156	0.555135
24	4	722.141724	0.102755
24	5	833.358032	0.902712
24	6	904.536316	1.414683
24	7	782.426270	0.536370
24	8	751.538208	0.314198
24	14	814.756165	0.768912
24	15	858.011597	1.080040
24	16	850.007080	1.022465
24	17	753.529297	0.328520
24	21	640.357361	-0.485504
24	22	573.726868	-0.964764
24	23	471.420502	-1.700633
25	3	744.441040	0.263150
25	4	691.461182	-0.117924
25	5	818.391174	0.795058
25	6	858.730530	1.085211
25	7	796.674561	0.638855
25	8	714.656738	0.048917
25	14	785.263794	0.556780
25	15	825.251587	0.844404
25	16	815.807007	0.776471
25	17	769.585999	0.444012
25	21	571.114990	-0.983550
25	22	642.266663	-0.471770
25	23	584.970764	-0.883888
25	24	457.436646	-1.801216
26	3	760.762756	0.380549
26	4	742.603027	0.249929
26	5	839.503723	0.946917
26	6	869.580444	1.163253
26	7	811.117249	0.742738
26	8	818.090210	0.792894
26	14	774.104553	0.476513
26	15	806.528564	0.709733
26	16	795.413574	0.629785
26	17	805.952637	0.705590
26	21	722.192627	0.103121
26	22	785.928162	0.561558
26	23	886.426453	1.284423
26	24	532.085632	-1.264281
26	25	256.264465	-3.248208
27	3	618.001221	-0.646307
27	4	609.693176	-0.706065
27	5	765.959656	0.417929
27	6	732.082397	0.174256
27	7	561.229675	-1.054653
27	8	233.986389	-3.408450
27	14	676.477112	-0.225701
27	15	719.031250	0.080382
27	16	755.320068	0.341400
27	17	672.486023	-0.254409
27	21	521.509094	-1.340356
27	22	623.818970	-0.604461
27	23	738.463440	0.220154
27	24	745.951233	0.274012
27	25	725.063477	0.123771
27	26	829.744629	0.876722
31	3	738.453918	0.220086
31	4	730.464844	0.162622
31	5	784.190491	0.549060
31	6	817.359680	0.787639
31	7	779.727295	0.516957
31	8	705.876587	-0.014237
31	14	250.419769	-3.290247
31	15	316.277954	-2.816543
31	16	817.398315	0.787917
31	17	744.499268	0.263569
31	21	653.741089	-0.389237
31	22	729.155273	0.153202
31	23	843.429260	0.975152
31	24	868.799683	1.157637
31	25	794.599182	0.623927
31	26	784.637390	0.552274
31	27	702.682434	-0.037212
32	3	812.859131	0.755268
32	4	770.797607	0.452727
32	5	829.690247	0.876330
32	6	859.904358	1.093655
32	7	824.366638	0.838039
32	8	762.833984	0.395447
32	14	857.375916	1.075468
32	15	861.851013	1.107656
32	16	898.465942	1.371020
32	17	856.461975	1.068894
32	21	795.832214	0.632796
32	22	860.618652	1.098792
32	23	895.800781	1.351850
32	24	901.724609	1.394459
32	25	895.906921	1.352614
32	26	900.213379	1.383589
32	27	764.260315	0.405706
32	31	870.058594	1.166692
33	3	602.977478	-0.754370
33	4	599.187927	-0.781627
33	5	642.725525	-0.468470
33	6	803.862549	0.690557
33	7	671.025024	-0.264917
33	8	595.231689	-0.810084
33	14	671.147217	-0.264038
33	15	715.043640	0.051700
33	16	424.825867	-2.035779
33	17	302.226410	-2.917613
33	21	500.712982	-1.489938
33	22	621.116455	-0.623900
33	23	704.863953	-0.021520
33	24	734.403259	0.190950
33	25	725.939819	0.130074
33	26	772.666138	0.466167
33	27	593.753296	-0.820717
33	31	701.921082	-0.042688
33	32	821.526611	0.817611
