M1	M2	distance	distance_zscore
4	3	544.262634	-1.140273
5	3	769.933716	0.447085
5	4	637.734009	-0.482800
6	3	807.083374	0.708394
6	4	748.185547	0.294110
6	5	306.974487	-2.809345
7	3	685.969849	-0.143512
7	4	674.692017	-0.222840
7	5	737.001709	0.215443
7	6	503.180847	-1.429240
8	3	601.829834	-0.735348
8	4	607.171265	-0.697777
8	5	742.698303	0.255513
8	6	492.939484	-1.501277
8	7	519.460693	-1.314728
14	3	716.769104	0.073128
14	4	692.538208	-0.097311
14	5	784.310669	0.548212
14	6	820.914124	0.805679
14	7	726.594604	0.142240
14	8	680.209167	-0.184032
15	3	754.944031	0.341649
15	4	733.206055	0.188745
15	5	807.250854	0.709572
15	6	842.737061	0.959180
15	7	786.562073	0.564048
15	8	716.923767	0.074216
15	14	299.367279	-2.862854
16	3	754.033813	0.335246
16	4	748.512207	0.296408
16	5	836.522949	0.915470
16	6	868.737915	1.142069
16	7	783.499146	0.542504
16	8	751.641174	0.318417
16	14	791.354370	0.597757
16	15	826.133606	0.842392
17	3	645.403992	-0.428850
17	4	650.528015	-0.392808
17	5	678.666321	-0.194885
17	6	818.060120	0.785604
17	7	691.398682	-0.105326
17	8	650.952271	-0.389824
17	14	712.400085	0.042397
17	15	755.408142	0.344913
17	16	327.055969	-2.668093
18	3	601.687683	-0.736348
18	4	598.009644	-0.762219
18	5	642.585999	-0.448672
18	6	800.252808	0.660348
18	7	665.262512	-0.289166
18	8	594.616333	-0.786088
18	14	669.645325	-0.258338
18	15	714.804810	0.059312
18	16	406.980225	-2.105910
18	17	290.478699	-2.925375
21	3	568.117004	-0.972483
21	4	520.640442	-1.306430
21	5	666.757080	-0.278654
21	6	761.247498	0.385987
21	7	573.374817	-0.935499
21	8	468.956024	-1.669976
21	14	619.340759	-0.612177
21	15	665.880188	-0.284822
21	16	685.765747	-0.144948
21	17	558.847778	-1.037682
21	18	497.690765	-1.467857
22	3	629.423828	-0.541254
22	4	580.046326	-0.888572
22	5	733.308594	0.189466
22	6	828.556091	0.859432
22	7	664.557373	-0.294126
22	8	583.163818	-0.866644
22	14	697.255737	-0.064128
22	15	739.232849	0.231137
22	16	770.181396	0.448828
22	17	666.540466	-0.280177
22	18	618.974670	-0.614752
22	21	400.480713	-2.151627
23	3	776.383667	0.492454
23	4	740.027588	0.236727
23	5	825.169373	0.835610
23	6	905.747498	1.402392
23	7	783.715698	0.544027
23	8	737.469055	0.218731
23	14	825.566284	0.838402
23	15	850.596436	1.014463
23	16	821.186707	0.807596
23	17	754.409485	0.337889
23	18	700.932068	-0.038269
23	21	614.615112	-0.645417
23	22	406.143738	-2.111794
24	3	785.035156	0.553308
24	4	722.141724	0.110919
24	5	833.358032	0.893209
24	6	904.536316	1.393873
24	7	782.426270	0.534957
24	8	751.538208	0.317692
24	14	814.756165	0.762364
24	15	858.011597	1.066620
24	16	850.007080	1.010317
24	17	753.529297	0.331698
24	18	732.575195	0.184308
24	21	640.357361	-0.464348
24	22	573.726868	-0.933023
24	23	471.420502	-1.652641
25	3	744.441040	0.267771
25	4	691.461182	-0.104886
