6,10,11,84:7,11,84:0.157268405241
14,19,20,23,25,81,82:6,8,9,84:-0.21880148936
14,15,19,20,23,24,25,81,82:46,84:-0.17695808462
55,56,59,63,64,65,78,82:55,59,63,65,78,82:0.177430138858
46,48:20,24,81,82:-0.0862320929478
14,15,24,25,81,82:48,82:-0.0374675957331
33,36,37,38,40,41,42,84:55,56,59,63,64,78,82:-0.0717342124509
20,24,81,82:78,82:-0.0353573744942
14,15,19,20,23,24,25,81,82:14,15,19,20,23,81,82:0.18880684363
78,80:78,80,82:0.125291506391
55,56,59,82:20,81:-0.0990588206716
6,9,11,84:46,78,81,82:-0.259472449855
14,15,19,20,23,24,25,64,81:14,20,24,25,81,82:0.164615606283
64,78,80,82:64,78,82:0.0923981684831
33,36,37,38,40,41,42,84:15,19,24,82:-0.0751876830434
6,7,9,84:48,81:-0.208690385175
48,64,82,84:55,59,63,64,65,82:-0.0512006188067
14,19,23,25,82:14,15,24,25,81,82:0.176080086275
48,81,84:55,59,63,64,65,82:-0.167689545385
14,15,19,20,25,81,82:55,64,78,80,82:-0.102954446395
19,20,81,82:14,20,24,81,82:0.142716417873
55,59,63,65,66,78,82:48,82:-0.064816775207
6,7,9,84:46,78,80:-0.232041654306
8,9,10,84:6,7,9,10,11,84:0.164995368244
6,7,8,10,11,84:64,78,82:-0.291276442334
14,15,19,24,25,81,82:64,80:-0.125829644321
46,48,64,82,84:24,25,82:-0.101567387448
19,20,25,81,82:78,80,82:-0.0690863964229
15,81:55,59,65,66,78,82:-0.126729311627
78,81,82:55,64,78,80:0.0125265020697
15,19,24,82:55,64,78:-0.119160700106
14,19,20,23,25,81,82:55,59,63,64,65,78,82:-0.094038668006
78,82:9,11,84:-0.294558791559
7,8,11,84:46,82:-0.228339369602
7,8,9,10,11,84:19,81,82:-0.248702712618
6,7,8,9,10,84:55,59,63,64,65,66,78,82:-0.211906892587
6,7,8,9,10,11:78,80,82:-0.274803088868
55,59,63,64,65,78,82:6,10,11,84:-0.224760077442
7,9,11,84:55,56,59,63,78,82:-0.202197426936
7,9,10,11,84:55,56,59,63,64,78,82:-0.21066072261
46,84:6,7,8,9,10,84:-0.0450166830538
20,81,82:6,7,8,9,11,84:-0.263281006956
7,9,11,84:55,59,63,64,65,78,82:-0.226469845286
7,8,10,11,84:78,80:-0.252707124207
46,48,64,84:6,7,9,10,11,84:-0.134005561273
9,84:11,84:0.16785344551
48,81,82,84:20,24,81,82:-0.0259277803741
7,11,84:6,8,9,11,84:0.155756447717
46,48,82,84:8,9,11,84:-0.121400415836
46,48,82:46,78,81,82:0.0107913660245
80,82:46,48,64,81,84:-0.0753330238154
46,48,64,84:6,8,9,10,84:-0.13011834994
6,7,11,84:20,81:-0.235209396509
8,9,10,11,84:7,8,9,11,84:0.170398201876
48,82,84:8,9,10,11,84:-0.11462815789
55,56,59,63,64,65,66,78,82:7,9,10,11,84:-0.198424736283
55,64,65,78,82:55,59,64,65,66,78,82:0.144202791831
7,8,9,10,84:6,7,8,9,11,84:0.164490629438
64,78,82:11,84:-0.279322157753
59,63,64,65,66,78,82:14,20,23,24,25,81,82:-0.0908764803358
78,81:80,82:0.0180387323166
6,11,84:14,19,20,25,81,82:-0.229593320582
48,64,81,82,84:64,82:-0.0244029719586
19,82:64,78,80:-0.0757833230912
46,81,82:15,20,81,82:0.0309341003496
55,64,78,82:48,82:-0.0579794863667
46,48,81,82:6,7,9,11,84:-0.232241256086
14,15,19,20,23,24,81,82:6,9,11,84:-0.21646265768
46,82,84:55,59,63,65,78,82:-0.121860940331
64,78,81:14,15,19,20,25,81,82:-0.0593616828262
64,80,82:15,20,24,25,81,82:-0.0669002615808
46,48,64,81,82,84:11,84:-0.126513032523
14,15,19,24,25,81,82:6,7,10,11,84:-0.219664888458
6,7,8,9,10,11,84:19,20,81,82:-0.238739856416
6,7,9,11,84:55,64,78:-0.257983458969
11,84:46,48,64,81,84:-0.101481506279
6,7,10,11,84:59,63,64,65,66,78,82:-0.215069689447
6,9,10,11,84:6,7,8,10,11,84:0.166797038589
14,20,81,82:14,15,19,20,23,81,82:0.150361224577
6,7,8,11,84:46,81:-0.223166658035
55,64:55,59,63,64,66,78,82:0.169192792586
46,81:46,48,81,82,84:0.0597108226322
64,80,81,82:64,78,80,81,82:0.0531513715445
6,7,9,10,11,84:46,48,81,82,84:-0.168072056951
9,11,84:48,64,84:-0.0862935462906
48,81,84:78,81:-0.107391523168
14,20,24,25,81,82:46,81:0.00230270329048
10,11,84:64,78,81:-0.273620040405
14,19,25,82:14,15,19,20,23,81,82:0.173653357725
20,24,25,81,82:64,78,82:-0.0710459658598
14,19,20,24,25,81,82:14,15,20,24,25,81,82:0.18428058128
46,48,84:14,20,24,25,81,82:-0.155617587832
64,81,82:14,15,20,24,25,81,82:0.010663844296
6,7,8,9,10,11:6,7,10,11,84:0.177020039459
82,84:9,11,84:-0.0666150421324
19,81,82:9,10,11,84:-0.24425317776
46,48:55,59,63,65,78,82:-0.14467218899
55,59,63,64,66,78,82:6,9,11,84:-0.225885242217
20,24,81,82:14,15,24,25,81,82:0.150249316859
14,19,20,23,25,81,82:78,82:-0.0616658021642
81,82:14,15,20,24,81,82:0.0838777507394
46,48:14,19,20,23,25,81,82:-0.117494737106
14,15,24,25,81,82:64,82:-0.0407583370076
33,36,37,38,40,41,42,84:55,64,78:-0.115083275946
9,10,11,84:55,59,65,66,78,82:-0.214436215191
14,15,19,20,23,24,25,81,82:48,81,82:0.00884994485728
55,56,59,82:14,19,20,23,25,81,82:-0.049884863718
14,15,19,20,23,24,25,64,81:14,19,23,25,82:0.175662763447
64,78:46,64,81,82:-0.0287430812956
48,81,84:20,81,82:-0.0400035963002
64,78,80,82:7,11,84:-0.271300450773
55,64,78:55,59,64,65,66,78,82:0.160392774034
6,7,9,84:8,11,84:0.14406427046
55,56,59,82:7,9,11,84:-0.188695846341
48,64,82,84:48,64,81,82,84:-0.0169287704641
14,19,23,25,82:48,64,82,84:-0.108435412043
19,82:46,48,81:-0.0226698593149
15,81:55,64:-0.14829834798
19,20,81,82:46,48,64,81,84:-0.0653617992266
55,59,63,65,66,78,82:64,82:0.0635706426802
6,8,10,11,84:46,78,81,82:-0.259354416765
14,81:55,56,59,63,78,82:-0.123279103948
8,9,10,84:82,84:-0.0889567497275
6,7,8,10,11,84:7,11,84:0.155957443614
14,15,19,24,25,81,82:14,15,19,20,23,25,81,82:0.18528321883
46,48,81,84:6,7,8,9,11,84:-0.13348268375
14,81:14,15,20,23,24,81,82:0.173512744799
78,81,82:14,20,23,24,25,81,82:-0.000510334466103
15,20,24,25,81,82:55,56,59,63,64,78,82:-0.0865095811955
15,81:46,84:-0.136931529169
6,7,8,9,10,11:14,81:-0.250906296001
8,11,84:64,78,82:-0.283918184503
78,82:20,81:-0.0600203387601
55,64,78,82:55,64,65,78,82:0.11898526911
7,9,10,11,84:19,20,25,81,82:-0.230393608838
7,8,11,84:46,48,64,82,84:-0.152890904035
15,20,81,82:64,78,80:-0.1108004573
64,80:7,9,10,11,84:-0.252414940926
8,11,84:46,48,84:-0.0429714534137
55,59,63,64,65,78,82:48,64,84:-0.0860687218043
7,9,11,84:14,19,20,25,81,82:-0.229453885341
14,20,23,24,25,81,82:55,64,78,80:-0.135640415011
48,81:55,64,78,80:-0.160717425896
46,84:46,48:0.139029913735
14,15,20,23,24,81,82:9,11,84:-0.222229677504
46,48,82:64,81,82:-0.0171513222236
20,81,82:14,15,19,20,23,81,82:0.126746365907
64,80,81:78,80,82:0.0608578347641
46,48,64,84:82,84:-0.0168613326971
48,81,82,84:24,25,82:-0.0452077238184
46,48,82,84:55,56,59,63,64,65,78,82:-0.12173428664
55,56,59,63,64,65,66,78,82:19,81,82:-0.0697350937783
46,48,82:55,56,59,63,64,78,82:-0.0845278211884
7,8,9,10,84:55,64,78,82:-0.265661309753
46,81,82:48,84:-0.0195003089417
59,63,64,65,66,78,82:64,78:0.13314901581
8,9,10,11,84:19,81,82:-0.246731366436
48,82,84:55,64,78,80:-0.162545964067
55,56,59,63,64,65,66,78,82:6,7,9,11,84:-0.201124171287
7,8,9,10,84:55,64,78,80,82:-0.25680941311
8,9,11,84:14,20,81,82:-0.247577141162
59,63,64,65,66,78,82:15,20,24,25,81,82:-0.0921139329143
78,81:78,80,82:0.037393936742
46,64,81,82:78,82:-0.00299382444157
14,15,19,20,23,25,81,82:55,59,64,65,66,78,82:-0.0944272570052
48,64,81,82,84:48,82:0.0226111265195
7,8,10,11,84:78,82:-0.293376691629
14,19,20,25,81,82:9,10,11,84:-0.22912016588
64,80,82:48,84:-0.177580951058
46,81,82:55,59,63,65,78,82:-0.0946252611928
78,80,81,82:6,8,9,84:-0.271974542441
46,48,81,82:64,78,81:-0.0634641351925
14,15,19,20,23,24,81,82:48,64,84:-0.155755742903
7,8,10,11,84:6,7,8,9,10,84:0.163955178996
64,78,81:14,15,20,24,25,81,82:-0.0610707390747
6,7,10,11,84:6,8,10,11,84:0.164530191706
46,48,64,81,82,84:78,80,81,82:-0.0583736338633
14,15,20,81,82:20,81:0.166268125429
6,7,8,9,10,11,84:6,11,84:0.158319866224
55,64:14,15,19,20,23,24,81,82:-0.122456162671
6,7,9,11,84:14,15,20,24,81,82:-0.231948971091
6,7,9,10,11,84:14,15,24,25,81,82:-0.231043679446
6,9,10,11,84:11,84:0.164424556063
14,20,81,82:6,7,8,9,11,84:-0.251105475398
55,64:55,64,78,80,82:0.128882843215
14,19,20,24,25,81,82:46,48,64,84:-0.150643193065
64,80,81,82:19,82:0.00434913959205
64,81,82:8,9,11,84:-0.280668914278
14,20,24,25,81,82:14,15,19,20,23,25,81,82:0.179130617455
