M1	M2	max_distance	max_distance_zscore
3	32	812.859131	1.081641
4	32	770.797607	0.672711
7	32	824.366638	1.193519
23	32	895.800781	1.888015
32	23	895.800781	1.888015
38	32	850.732727	1.449855
39	32	828.735718	1.235996
40	32	837.355408	1.319798
42	32	877.528137	1.710365
43	32	722.900085	0.207043
