M1	M2	min_distance	min_distance_zscore
3	4	544.262634	-1.529702
4	43	483.504852	-2.120400
7	43	512.435120	-1.839135
23	42	568.363953	-1.295385
32	43	722.900085	0.207043
38	43	574.468140	-1.236039
39	4	626.080078	-0.734258
40	43	527.723755	-1.690496
42	43	533.896423	-1.630484
43	4	483.504852	-2.120400
