M1	M2	max_distance	max_distance_zscore
5	40	1204.746094	0.751694
27	40	1217.355469	0.886502
29	36	1233.677734	1.061004
36	29	1233.677734	1.061004
39	29	1203.820435	0.741798
40	27	1217.355469	0.886502
42	29	1196.667358	0.665324
