M1	M2	min_distance	min_distance_zscore
5	39	1153.386597	0.202607
27	29	1115.633789	-0.201011
29	27	1115.633789	-0.201011
36	42	916.632446	-2.328546
39	42	916.723694	-2.327571
40	42	954.931641	-1.919087
42	36	916.632446	-2.328546
