64,80,81:78,80,82:0.0608578347641
46,81,82:64,81,82:0.0212480602143
14,15,20,81,82:46,81:0.0087956446631
55,64,78:64,78,81,82:0.0529042031141
46,48,81,84:6,8,9,84:-0.119658024714
48,81,82,84:64,81,82:-0.0308506744053
20,24,25,81,82:46,82,84:-0.0892425707972
46,48,82:46,82:0.0999700938178
78,81,82:19,81,82:0.0313243647114
46,48,82,84:80,82:-0.0896402320244
64,78,80:46,82,84:-0.170685998193
6,7,9,84:78,81:-0.280670085525
48,84:19,81,82:-0.112444518571
55,64,78,80,82:46,78,81,82:-0.0244182000159
48,81:64,78,80,81,82:-0.0623647597459
7,9,11,84:78,81:-0.279628928246
19,81,82:46,48,81,82,84:-0.0174254415597
46,84:64,81:-0.143519205924
64,78,80,81,82:46,48,64,82,84:-0.0745159127555
15,20,81,82:9,84:-0.233464187547
55,56,59,63,64,65,66,78,82:64,81:-0.0123053737714
46,48,64,84:64,80,81:-0.0950383071603
46,48,81,82:46,78,80:-0.0524089445193
15,81:46,48,64,81,84:-0.062849539114
6,8,9,84:46,48,64,81,84:-0.152219347969
46,48,84:81,82:-0.0491752528452
19,82:78,82:-0.00841481453044
46,64,81,82:48,64,84:-0.047355360168
64,81,82:14,20,81,82:0.025907219738
64,80,81:14,20,24,81,82:-0.0365549530775
14,15,20,81,82:6,7,8,11,84:-0.235613214842
55,64,78:20,24,25,81,82:-0.132495866684
48,81,82,84:64,78,82:-0.0958021934872
20,24,25,81,82:6,7,11,84:-0.234584677538
46,48,82:46,78,81,82:0.0107913660245
48,82,84:55,64,78,82:-0.12353851483
46,48,82,84:7,11,84:-0.104012961509
6,11,84:19,81,82:-0.238094650608
46,81:46,82,84:0.0348080418761
64,78,80:6,8,9,84:-0.269232412355
48,84:46,82:0.00782525294547
48,81,84:20,81,82:-0.0400035963002
7,9,11,84:64,78,81:-0.280386723599
19,81,82:6,8,9,84:-0.245149223903
46,84:78,81,82:-0.151819516972
19,20,81,82:55,64,78,80,82:-0.0763222151673
15,20,81,82:48,82:-0.0175416861943
55,56,59,63,64,65,66,78,82:78,81,82:0.000318356791334
46,48,64,84:78,80,82:-0.121422358073
55,64,78,82:48,81,82,84:-0.11430543862
46,48,81,82:15,20,81,82:0.00146468488251
15,81:46,48,64,82,84:-0.0896432386778
78,81:64,80,81:0.0347126771355
46,48,84:48,81:0.0685394750751
6,7,8,9,10,11,84:6,7,9,84:0.162155479912
46,64,81,82:23,82:0.00837869071358
64,81,82:46,48,81:-0.0175662292813
55,64,65,78,82:64,82:0.0769173058496
14,15,20,81,82:24,25,82:0.148837034812
55,64,78:64,78,80,82:0.108382321805
48,81,82,84:46,82,84:0.0154885868047
20,24,25,81,82:48,64,81,82,84:-0.0518177328021
46,48,82:14,20,24,81,82:-0.0544923599543
55,59,64,65,78,82:20,24,25,81,82:-0.093680815559
46,48,82,84:64,78,80,81,82:-0.114307079142
46,81:64,82:-0.0509794797196
6,7,9,84:64,80,82:-0.270472264227
48,84:78,80,81,82:-0.175270359296
48,81,84:64,78,80,81,82:-0.121161728086
64,78,81:55,64,78,80:0.0651066267779
7,9,11,84:14,15,20,81,82:-0.237485816055
19,81,82:7,11,84:-0.23404055155
46,84:82,84:0.0100356275793
19,20,81,82:9,84:-0.227717832074
55,56,59,63,64,65,66,78,82:6,7,8,11,84:-0.197207808668
46,48,64,84:55,64,78,80,82:-0.115127269001
46,48,64,82,84:78,80,82:-0.0880836709171
64,80,81,82:46,81,82:-0.0090179849553
15,81:46,48,81,82:0.00418716738896
78,81:46,81:-0.0340623491247
46,48,84:6,11,84:-0.0466356540641
46,82:6,8,9,84:-0.233797149558
6,7,8,9,10,11,84:46,48,81,82:-0.241786834803
46,64,81,82:15,20,81,82:-0.00161981427801
64,81,82:46,48,64,82,84:-0.0375554188988
8,11,84:64,80,81,82:-0.258123245633
55,64,65,78,82:46,78,81,82:-0.025670964994
33,36,37,38,40,41,42,84:64,80,81:-0.123667415444
14,15,20,81,82:64,78,82:-0.0746433689532
55,64,78:64,80,82:0.0859063518558
64,82:24,25,82:-0.0237320920545
48,81,82,84:55,64,78,80:-0.151848177685
20,24,25,81,82:48,64,82,84:-0.0962335127567
46,84:7,9,11,84:-0.0215132373794
55,59,64,65,78,82:48,64,82,84:-0.0609047295603
80,82:23,82:0.00730779470624
46,48,82,84:48,84:0.0836493319177
6,7,9,84:64,78,80,82:-0.276937745879
48,84:14,20,24,81,82:-0.163258632012
48,81,84:20,24,81,82:-0.0544077981489
64,78,81:46,48,64,81,84:-0.0854628558785
7,9,11,84:46,78,80:-0.231000497028
19,81,82:48,82:0.00863740784149
14,15,19,20,23,24,25,64,81,82:7,9,11,84:-0.220155863506
19,20,81,82:64,82:-0.0186885258875
55,56,59,63,64,65,66,78,82:46,81:-0.142116096441
46,48,64,84:48,81:0.0226379211565
82,84:14,15,20,81,82:-0.0858520746444
64,78,80,82:82,84:-0.113571158402
8,11,84:46,48,84:-0.0429714534137
64,80,81,82:48,81:-0.034536454562
15,81:7,8,11,84:-0.224689554814
78,81:55,64,78,80,82:0.0209014767821
46,48,84:19,81,82:-0.0898247100244
46,82:24,25,82:-0.0268102907086
6,7,8,9,10,11,84:64,78,81:-0.282216457889
7,8,11,84:80,82:-0.258300049998
46,64,81,82:6,7,11,84:-0.251708147364
64,81,82:24,25,82:0.0158192292746
64,80,81,82:55,64,78,82:0.034773507292
55,64,65,78,82:55,64,78,80,82:0.100656658816
33,36,37,38,40,41,42,84:78,82:-0.164038952467
55,64,78:6,8,9,84:-0.259618959362
48,81,82,84:48,64,81,82,84:-0.00194112989163
20,24,25,81,82:14,15,20,81,82:0.155809471059
78,80,81,82:64,78,82:0.0545450383364
80,82:78,80,82:0.0897940444719
46,48,84:48,81,82,84:0.0443623684473
46,48,82,84:81,82:-0.0143941200991
6,11,84:48,82:-0.205099855671
46,81:46,78,80:-0.0561269448041
8,11,84:48,81,82:-0.216010395019
48,84:78,80,82:-0.208976668157
48,81,84:81,82:-0.0106618225752
64,78,81:64,78,82:0.0702036380329
7,9,11,84:7,11,84:0.164284991305
64,80,82:23,82:-0.0133968546328
64,78,80,81,82:48,64,82,84:-0.0610903449946
19,20,81,82:46,64,81,82:0.00201080862273
55,56,59,63,64,65,66,78,82:14,20,24,81,82:-0.089920835712
46,48,64,84:19,20,81,82:-0.112804413384
82,84:48,64,82,84:-0.0211170569743
48,64,84:55,64,78,80:-0.109965839359
64,78,80,82:78,81:0.036953143196
64,80,81,82:46,48,81,84:-0.0934871373514
64,81:6,7,11,84:-0.271557520236
15,81:78,81:0.00378267995927
78,81:46,78,81,82:0.0086698625001
46,82:46,48,64,82,84:0.0271176895964
6,7,8,9,10,11,84:78,81:-0.281940395802
7,8,11,84:15,20,81,82:-0.236592591828
48,82,84:78,80,81,82:-0.101850302067
55,64,65,78,82:46,48,81:-0.139279136755
33,36,37,38,40,41,42,84:46,48,64,82,84:-0.0681022498736
55,64,78:48,64,84:-0.107756705745
48,81,82,84:6,7,11,84:-0.148570697517
6,7,8,11,84:55,64,78,80,82:-0.257575083584
19,20,25,81,82:78,81,82:0.00903523234223
78,80,81,82:46,48,64,81,84:-0.0790463231144
55,59,64,65,78,82:19,20,25,81,82:-0.0900305525045
80,82:14,20,24,81,82:-0.0331388625367
