M1	M2	distance	distance_zscore
28	17	753.693848	0.216864
28	18	748.908569	0.185368
28	21	660.515869	-0.396425
28	22	772.380676	0.339859
28	23	896.989563	1.160024
28	24	815.726135	0.625155
28	25	832.975098	0.738686
28	26	883.819763	1.073341
28	27	745.707947	0.164302
29	0	825.257324	0.687889
29	3	771.455261	0.333768
29	4	722.061584	0.008663
29	5	765.108765	0.291996
29	6	790.504517	0.459149
29	7	741.108154	0.134026
29	8	627.917175	-0.610987
29	13	733.086365	0.081227
29	14	728.545105	0.051337
29	15	769.773193	0.322697
29	16	845.363892	0.820228
29	17	409.313599	-2.049817
29	18	178.820831	-3.566900
29	21	416.763397	-2.000783
29	22	723.821777	0.020249
29	23	805.135620	0.555449
29	24	809.673218	0.585315
29	25	779.583435	0.387267
29	26	794.386230	0.484698
29	27	659.368286	-0.403979
29	28	804.727173	0.552761
30	0	937.074951	1.423862
30	3	856.199524	0.891548
30	4	820.316956	0.655372
30	5	920.848572	1.317062
30	6	939.853516	1.442151
30	7	839.904724	0.784297
30	8	823.936707	0.679196
30	13	101.031525	-4.078903
30	14	644.147400	-0.504161
30	15	914.209595	1.273365
30	16	915.953491	1.284843
30	17	820.371460	0.655730
30	18	794.417908	0.484906
30	21	801.613770	0.532269
30	22	849.239197	0.845735
30	23	970.131470	1.641438
30	24	958.968994	1.567967
30	25	944.378723	1.471935
30	26	882.364624	1.063764
30	27	839.280273	0.780186
30	28	932.538940	1.394007
30	29	897.193481	1.161366
