M1	M2	distance	distance_zscore
1	0	107.434990	-3.591118
2	0	486.741699	-1.355459
2	1	45.905632	-3.953776
3	0	805.585327	0.523826
3	1	462.823364	-1.496436
3	2	180.303467	-3.161626
4	0	769.167969	0.309180
4	1	789.395508	0.428402
4	2	670.467163	-0.272569
4	3	544.262634	-1.016427
5	0	827.834106	0.654962
5	1	829.877319	0.667005
5	2	781.510803	0.381929
5	3	769.933716	0.313693
5	4	637.734009	-0.465501
6	0	852.825562	0.802263
6	1	882.526489	0.977322
6	2	786.232117	0.409757
6	3	807.083374	0.532656
6	4	748.185547	0.185508
6	5	306.974487	-2.415019
7	0	817.368591	0.593277
7	1	764.042542	0.278970
7	2	676.591064	-0.236475
7	3	685.969849	-0.181195
7	4	674.692017	-0.247668
7	5	737.001709	0.119590
7	6	503.180847	-1.258566
8	0	753.898560	0.219181
8	1	710.832764	-0.034652
8	2	552.424927	-0.968318
8	3	601.829834	-0.677122
8	4	607.171265	-0.645639
8	5	742.698303	0.153166
8	6	492.939484	-1.318929
8	7	519.460693	-1.162611
11	0	940.631958	1.319800
11	1	961.103943	1.440463
11	2	899.026672	1.074576
11	3	908.163757	1.128430
11	4	862.895020	0.861613
11	5	903.788269	1.102641
11	6	913.241150	1.158357
11	7	841.947632	0.738148
11	8	845.228271	0.757484
12	0	938.370728	1.306472
12	1	929.123474	1.251968
12	2	889.907959	1.020829
12	3	854.199829	0.810363
12	4	818.794373	0.601681
12	5	919.393738	1.194620
12	6	940.770325	1.320615
12	7	839.476929	0.723585
12	8	821.194702	0.615829
12	11	77.697861	-3.766390
13	0	862.580566	0.859760
13	1	800.155457	0.491822
13	2	724.653503	0.046809
13	3	741.339478	0.145157
13	4	733.880371	0.101192
13	5	781.352600	0.380997
13	6	813.102539	0.568133
13	7	779.260559	0.368666
13	8	710.360168	-0.037437
13	11	659.834961	-0.335236
13	12	92.798416	-3.677387
14	0	849.723816	0.783981
14	1	789.726318	0.430352
14	2	684.176636	-0.191765
14	3	716.769104	0.000337
14	4	692.538208	-0.142481
14	5	784.310669	0.398432
14	6	820.914124	0.614175
14	7	726.594604	0.058250
14	8	680.209167	-0.215149
14	11	919.310181	1.194128
14	12	639.901062	-0.452728
14	13	251.861877	-2.739856
15	0	854.259766	0.810716
15	1	825.348511	0.640312
15	2	723.974426	0.042806
15	3	754.944031	0.225343
15	4	733.206055	0.097218
15	5	807.250854	0.533643
15	6	842.737061	0.742801
15	7	786.562073	0.411702
15	8	716.923767	0.001249
15	11	932.995605	1.274791
15	12	913.514160	1.159966
15	13	321.135498	-2.331553
15	14	299.367279	-2.459856
16	0	893.059021	1.039402
16	1	795.219910	0.462732
16	2	766.691528	0.294583
16	3	754.033813	0.219978
16	4	748.512207	0.187433
16	5	836.522949	0.706174
16	6	868.737915	0.896052
16	7	783.499146	0.393649
16	8	751.641174	0.205876
16	11	932.906982	1.274268
16	12	914.170593	1.163835
16	13	818.656738	0.600870
16	14	791.354370	0.439948
16	15	826.133606	0.644939
17	0	850.554993	0.788880
17	1	749.175354	0.191342
17	2	680.680969	-0.212368
17	3	645.403992	-0.420293
17	4	650.528015	-0.390092
17	5	678.666321	-0.224243
17	6	818.060120	0.597353
17	7	691.398682	-0.149198
17	8	650.952271	-0.387591
17	11	884.451477	0.988668
17	12	819.321228	0.604786
17	13	746.802490	0.177356
17	14	712.400085	-0.025414
17	15	755.408142	0.228078
17	16	327.055969	-2.296657
18	0	813.131714	0.568305
18	1	743.957520	0.160588
18	2	647.496582	-0.407959
18	3	601.687683	-0.677960
18	4	598.009644	-0.699639
18	5	642.585999	-0.436903
18	6	800.252808	0.492396
18	7	665.262512	-0.303246
18	8	594.616333	-0.719639
18	11	844.386780	0.752524
18	12	792.951599	0.449362
18	13	702.721619	-0.082459
18	14	669.645325	-0.277413
18	15	714.804810	-0.011240
18	16	406.980225	-1.825579
18	17	290.478699	-2.512246
19	0	824.838806	0.637307
19	1	801.291809	0.498520
19	2	761.704590	0.265190
19	3	768.839844	0.307246
19	4	720.423096	0.021874
19	5	762.129333	0.267694
19	6	788.839417	0.425125
19	7	739.080444	0.131842
19	8	624.892944	-0.541187
19	11	897.454590	1.065310
19	12	894.197449	1.046112
19	13	730.758423	0.082791
19	14	727.457642	0.063336
19	15	768.905884	0.307635
19	16	843.707947	0.748523
19	17	409.363525	-1.811531
19	18	178.959702	-3.169547
20	0	781.357361	0.381025
20	1	678.288818	-0.226468
20	2	585.919800	-0.770897
20	3	610.588257	-0.625499
20	4	557.842285	-0.936388
20	5	724.926880	0.048420
20	6	793.423767	0.452145
20	7	635.163452	-0.480652
20	8	553.369202	-0.962752
20	11	889.331177	1.017430
20	12	814.927490	0.578889
20	13	738.010925	0.125538
20	14	701.231934	-0.091240
20	15	752.208679	0.209221
20	16	757.110718	0.238114
20	17	639.925720	-0.452583
20	18	214.152496	-2.962118
20	19	50.290493	-3.927932
21	0	784.888794	0.401839
21	1	655.010376	-0.363673
21	2	588.512268	-0.755617
21	3	568.117004	-0.875828
21	4	520.640442	-1.155658
21	5	666.757080	-0.294437
21	6	761.247498	0.262496
21	7	573.374817	-0.844838
21	8	468.956024	-1.460289
21	11	813.043152	0.567783
21	12	801.794556	0.501483
21	13	657.524475	-0.348854
21	14	619.340759	-0.573912
21	15	665.880188	-0.299605
21	16	685.765747	-0.182398
21	17	558.847778	-0.930461
21	18	497.690765	-1.290925
21	19	418.957428	-1.754984
21	20	55.226944	-3.898836
22	0	851.996216	0.797375
22	1	767.714844	0.300615
22	2	655.828003	-0.358853
22	3	629.423828	-0.514481
22	4	580.046326	-0.805516
22	5	733.308594	0.097822
22	6	828.556091	0.659217
22	7	664.557373	-0.307402
22	8	583.163818	-0.787141
22	11	849.092041	0.780258
22	12	850.076050	0.786057
22	13	731.950562	0.089818
22	14	697.255737	-0.114676
22	15	739.232849	0.132740
22	16	770.181396	0.315153
22	17	666.540466	-0.295713
22	18	618.974670	-0.576069
22	19	723.232727	0.038434
22	20	460.555756	-1.509801
22	21	400.480713	-1.863887
23	0	891.002930	1.027283
23	1	894.190857	1.046073
23	2	809.438965	0.546540
23	3	776.383667	0.351710
23	4	740.027588	0.137424
23	5	825.169373	0.639256
23	6	905.747498	1.114189
23	7	783.715698	0.394925
23	8	737.469055	0.122344
23	11	981.794250	1.562413
23	12	971.095520	1.499354
23	13	846.469604	0.764801
23	14	825.566284	0.641595
23	15	850.596436	0.789125
23	16	821.186707	0.615782
23	17	754.409485	0.222192
23	18	700.932068	-0.093007
23	19	806.015869	0.526364
23	20	753.365173	0.216037
23	21	614.615112	-0.601765
23	22	406.143738	-1.830509
24	0	898.143921	1.069373
24	1	812.063354	0.562008
24	2	814.183167	0.574502
24	3	785.035156	0.402702
24	4	722.141724	0.032004
24	5	833.358032	0.687520
24	6	904.536316	1.107050
24	7	782.426270	0.387325
24	8	751.538208	0.205269
24	11	950.317505	1.376887
24	12	957.424255	1.418775
24	13	871.449280	0.912033
24	14	814.756165	0.577880
24	15	858.011597	0.832830
24	16	850.007080	0.785651
24	17	753.529297	0.217004
24	18	732.575195	0.093500
24	19	809.486450	0.546820
24	20	695.036316	-0.127757
24	21	640.357361	-0.450038
24	22	573.726868	-0.842763
24	23	471.420502	-1.445763
25	0	888.614868	1.013208
25	1	829.038208	0.662059
25	2	782.939087	0.390348
25	3	744.441040	0.163438
25	4	691.461182	-0.148829
25	5	818.391174	0.599305
25	6	858.730530	0.837067
25	7	796.674561	0.471305
25	8	714.656738	-0.012113
25	11	935.610657	1.290204
25	12	940.013184	1.316153
25	13	796.090393	0.467862
25	14	785.263794	0.404050
25	15	825.251587	0.639740
25	16	815.807007	0.584073
25	17	769.585999	0.311644
25	18	726.777100	0.059325
25	19	778.536926	0.364401
25	20	625.078552	-0.540093
25	21	571.114990	-0.858158
25	22	642.266663	-0.438785
25	23	584.970764	-0.776491
25	24	457.436646	-1.528185
26	0	894.264282	1.046506
26	1	880.848694	0.967433
26	2	801.151428	0.497692
26	3	760.762756	0.259639
26	4	742.603027	0.152604
26	5	839.503723	0.723743
26	6	869.580444	0.901018
26	7	811.117249	0.556432
26	8	818.090210	0.597531
26	11	909.955994	1.138994
26	12	879.730774	0.960844
26	13	785.641174	0.406274
26	14	774.104553	0.338276
26	15	806.528564	0.529386
26	16	795.413574	0.463873
26	17	805.952637	0.525991
26	18	768.952393	0.307909
26	19	793.416321	0.452101
26	20	772.547791	0.329101
26	21	722.192627	0.032304
26	22	785.928162	0.407965
26	23	886.426453	1.000309
26	24	532.085632	-1.088199
26	25	256.264465	-2.713907
27	0	755.236206	0.227065
27	1	741.579468	0.146571
27	2	587.984680	-0.758726
27	3	618.001221	-0.581807
27	4	609.693176	-0.630775
27	5	765.959656	0.290270
27	6	732.082397	0.090595
27	7	561.229675	-0.916422
27	8	233.986389	-2.845216
27	11	528.080750	-1.111804
27	12	834.756714	0.695764
27	13	706.545654	-0.059920
27	14	676.477112	-0.237146
